Author,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source
Jasmina Simonovic-Babic,"Jovanović-Ćupić S., Simonović-Babić J., Blagojević J., Božić M., Ješić R., Nožić D., Stamenković G.",Sequence variability at the internal ribosome entry site of the HCV genome in relation to therapy outcome [Russian Source],2009,Archives of Biological Sciences,61,2,,205,212,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67849127191&doi=10.2298%2fABS0902205J&partnerID=40&md5=b034fe27fbbee8e55a4a11fd57e775bd,Article,Scopus
Jasmina Simonovic-Babic,"Simonović-Babić J., Delić D., Svirtlih N.",The role of interferon in the treatment of acute hepatitis C,2007,Medicinski pregled,60,8-Jul,,322,326,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-38449088140&doi=10.2298%2fMPNS0708322S&partnerID=40&md5=f314a77b32c5a85a86a3884d7890062c,Article,Scopus
Jasmina Simonovic-Babic,"Simonović-Babić J., Delić D., Svirtlih N., Pavić S., Popović N., Poluga J.",The role of lamivudine in the treatment of HBe antigen negative liver cirrhosis,2006,Medicinski pregled,59,8-Jul,,317,321,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049185841&doi=10.2298%2fMPNS0608317S&partnerID=40&md5=3b3ae28908918498c618b23fdabe9292,Article,Scopus
Jasmina Simonovic-Babic,"Švirtlih N., Delić D., Simonović-Babić J., Maksić N., Gvozdenović E., Dokić L., Boričić I., Pavić S., Drašković D., Nešić Z.",Predicting cirrhosis based on standard laboratory parameters in patients with chronic hepatitis C virus infection [Predvicrossed d signanje ciroze standardnim laboratorijskim parametrima kod bolesnika sa hroničnom hepatitis C virusnom infekcijom],2006,Jugoslovenska Medicinska Biohemija,25,3,,255,261,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749623855&doi=10.2298%2fJMB0603255S&partnerID=40&md5=1b66454c5993e0ec4fd1b873cbb36441,Article,Scopus
Jasmina Simonovic-Babic,"Simonović-Babić J., Delić D., Śvirtlih N., Poluga J., Korać M., Maksić N., Boričic I.",Predictive value of ALT levels for histologic findings in chronic hepatitis C [Prediktivni značaj nivoa ALT za histološki nalaz kod hroničnog C hepatitisa],2005,Jugoslovenska Medicinska Biohemija,24,4,,293,297,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144517439&doi=10.2298%2fJMB0504293S&partnerID=40&md5=e6d0318e5d201ec147427888173267fa,Article,Scopus
Jasmina Simonovic-Babic,"Simonović-Babić J., Delić D., Svirtlih N., Dordević M.",Elevated aminotransferse levels--diagnostic approach [Povisen nivo transaminaza--dijagnosticki pristup.],2004,Medicinski pregled,57,10-Sep,,429,433,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844319296&doi=10.2298%2fMPNS0410429S&partnerID=40&md5=f7ba06d397e427b0fe3e38bf398d5859,Article,Scopus
Jasmina Simonovic-Babic,"Švirtlih N., Krstić M., Boričić I., Simonović-Babić J., Žerjav S., Božović B.",The diagnosis and the therapy of chronic hepatitis C viral infection [Dijagnoza i terapija hronične hepatitis C virusne infekcije],2004,Archives of Gastroenterohepatology,23,2-Jan,,48,59,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-13544261702&partnerID=40&md5=ded4b7d99aaab70191eef4c4cdfbef63,Conference Paper,Scopus
Jasmina Simonovic-Babic,"Švirtlih N., Peruničić M., Djordević M., Dokić L., Simonović-Babić J., Pavić S., Kojić M.",Epidemiological and clinical data of outpatients with chronic viral hepatitis,2003,Archives of Gastroenterohepatology,22,2-Jan,,41,47,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17044444128&partnerID=40&md5=abdc9ff1395d50975cb50f7826b64fa9,Article,Scopus
Milos Korac,"Korać M., Rupnik M., Nikolić N., Jovanović M., Tošić T., Malinić J., Mitrović N., Marković M., Vujović A., Peruničić S., Bojović K., Djordjević V., Barać A., Milošević I.",Clostridioides difficile ribotype distribution in a large teaching hospital in Serbia,2020,Gut Pathogens,12,1,26,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085543040&doi=10.1186%2fs13099-020-00364-7&partnerID=40&md5=5a3f5e92d83286f001f7349c6e5bad6c,Article,Scopus
Milos Korac,"Jovanović M., van Dorp S.M., Drakulović M., Papić D., Pavić S., Jovanović S., Lešić A., Korać M., Milošević I., Kuijper E.J.",A pilot study in Serbia by European clostridium difficile infection surveillance network,2020,Acta Microbiologica et Immunologica Hungarica,67,1,,42,48,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084811083&doi=10.1556%2f030.66.2019.023&partnerID=40&md5=0d890a23265232fa84c672669e4c7887,Article,Scopus
Milos Korac,"Stopić M., Bobić B., Dakić Z., Srbljanović J., Štajner T., Konstantinović N., Srećković K., Klun I., Korać M., Djurković-Djaković O.","Taeniosis and cysticercosis in Serbia, 1990–2018: Significance of standard of living",2019,International Journal of Infectious Diseases,86,,,135,141,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072058553&doi=10.1016%2fj.ijid.2019.07.010&partnerID=40&md5=9bc2dcf4f4dfea788db8d866cb95e82f,Article,Scopus
Milos Korac,"Milosevic I., Vujovic A., Barac A., Djelic M., Korac M., Spurnic A.R., Gmizic I., Stevanovic O., Djordjevic V., Lekic N., Russo E., Amedei A.","Gut-liver axis, gut microbiota, and its modulation in the management of liver diseases: A review of the literature",2019,International Journal of Molecular Sciences,20,2,395,,,,26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060171163&doi=10.3390%2fijms20020395&partnerID=40&md5=40fa37739d7408d4af4b861f1d977e08,Review,Scopus
Milos Korac,"Milosevic I., Korac M., Popovic N., Lavadinovic L., Urosevic A., Milosevic B., Jevtovic D., Pelemis M., Stevanovic G.","Influenza a H1N1 virus infection among pregnant women in a tertiary hospital in Belgrade, Serbia",2018,Journal of Infection in Developing Countries,12,5,,380,384,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048273787&doi=10.3855%2fjidc.8454&partnerID=40&md5=b4dfb4bbda8eaaca85a4355e43f683df,Article,Scopus
Milos Korac,"Popovic N., Korac M., Nesic Z., Milosevic B., Urosevic A., Jevtovic D., Mitrovic N., Markovic A., Jordovic J., Katanic N., Barac A., Milosevic I.",Oral teicoplanin versus oral vancomycin for the treatment of severe Clostridium difficile infection: a prospective observational study,2018,European Journal of Clinical Microbiology and Infectious Diseases,37,4,,745,754,,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040059962&doi=10.1007%2fs10096-017-3169-3&partnerID=40&md5=2f8e00ba4b22cfd0788328dffa94b742,Article,Scopus
Milos Korac,"Karić U., Pešić-Pavlović I., Stevanović G., Korać M., Nikolić N., Radovanović-Spurnić A., Barać A., Mitrović N., Marković A., Marković M., Petković A., Ostojić I., Peruničić S., Kekić N., Glidžić M., Đonin-Nenezić M., Brmbolić B., Milošević I.",FIB-4 and APRI scores for predicting severe fibrosis in chronic hepatitis C - A developing country’s perspective in DAA era,2018,Journal of Infection in Developing Countries,12,3,,178,182,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045247352&doi=10.3855%2fjidc.10190&partnerID=40&md5=ff2c9325e4ff8991bd58bfb9a39eed7c,Article,Scopus
Milos Korac,"Spurnić A.R., Brmbolić B., Stojšić Z., Pekmezović T., Bukumirić Z., Korać M., Salemoví D., Pešić-Pavloví I., Stevanoví G., Miloševí I., Jevtoví D.","The increasing prevalence of HIV/Helicobacter pylori co-infection over time, along with the evolution of antiretroviral therapy (ART)",2017,PeerJ,2017,5, e3392,,,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019686288&doi=10.7717%2fpeerj.3392&partnerID=40&md5=f8aa0f78c9c14676007543ee6c2caa82,Article,Scopus
Milos Korac,"Korać M., Milošević I., Marković M., Popović N., Ilić M., Marković A., Nikolić J., Jevtović D.",Clostridium difficile infection: A Serbian single-center experience,2015,Journal of Infection in Developing Countries,9,2,,136,140,,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923148414&doi=10.3855%2fjidc.5060&partnerID=40&md5=95708e11f2d87b37eb1cb95022ed1879,Article,Scopus
Milos Korac,"Popovic N., Korac M., Nesic Z., Milosevic B., Urosevic A., Jevtovic D., Pelemis M., Delic D., Prostran M., Milosevic I.",Oral teicoplanin for successful treatment of severe refractory clostridium difficile infection,2015,Journal of Infection in Developing Countries,9,10,,1062,1067,,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945540326&doi=10.3855%2fjidc.6335&partnerID=40&md5=5ad8c834caf65c9a674f5406aa874d5a,Article,Scopus
Milos Korac,"Pavlović M., Dakić Z., Milošević B., Korać M., Brmbolić B., Džamić A.",Human case of fasciolosis in Serbia treated with triclabendazole [Humana fascioloza u Srbiji lečena triklabendazolom],2014,Vojnosanitetski Pregled,71,2,,202,206,,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893833083&doi=10.2298%2fVSP1402202P&partnerID=40&md5=75c86a1a45a5b7f4079f43244e4d0d35,Article,Scopus
Milos Korac,"Milošević I., Korać M., Stevanović G., Jevtović D., Miloševic B., Jovanović M., Dulovic O., Pavlovic M.","Nosocomial infections in the intesive care unit, univerisity hospital for infectious and tropical diseases, Belgrade, Serbia [Bolničke infekcije u Odeljenju intenzivne nege univerzitetske klinike za infektivne i tropske bolesti, Beograd]",2014,Vojnosanitetski Pregled,71,2,,131,136,,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893868743&doi=10.2298%2fVSP1402131M&partnerID=40&md5=f1a88f9c8abed1d372e68d3bd5324477,Article,Scopus
Milos Korac,"Popovic N., Milosevic B., Urosevic A., Poluga J., Popovic N., Stevanovic G., Milosevic I., Korac M., Mitrovic N., Lavadinovic L., Nikolic J., Dulovic O.",Clinical characteristics and functional outcome of patients with West Nile neuroinvasive disease in Serbia,2014,Journal of Neurology,261,6,,1104,1111,,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903637449&doi=10.1007%2fs00415-014-7318-7&partnerID=40&md5=13d757600afdfcac87bf64894aafc5ee,Article,Scopus
Milos Korac,"Milosevic I., Delic D., Lazarevic I., Pavlovic I.P., Korac M., Bojovic K., Jevtovic D.",The significance of hepatitis B virus (HBV) genotypes for the disease and treatment outcome among patients with chronic hepatitis B in Serbia,2013,Journal of Clinical Virology,58,1,,54,58,,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881542041&doi=10.1016%2fj.jcv.2013.06.017&partnerID=40&md5=cf25c742f83becf3c990915b38d4867b,Article,Scopus
Milos Korac,"Milosevic I., Korac M., Zerjav S., Urosevic A., Lavadinovic L., Milosevic B., Jevtovic D.",Non-specific inflammatory parameters in patients with pandemic H1N1 influenza,2013,Biomedicine and Pharmacotherapy,67,3,,218,220,,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875546799&doi=10.1016%2fj.biopha.2012.11.001&partnerID=40&md5=3858bf8dc18efd4f68edee891bfe292d,Article,Scopus
Milos Korac,"Pelemiš M., Stevanović G., Lavadinović L., Matić S., Milošević I., Korać M., Pelemiš S., Nedeljković M., Prostran M.",A rare case of Candida parapsilosis endocarditis in a young healthy woman - case report,2013,Journal of Cardiothoracic Surgery,8,1,29,,,,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874096937&doi=10.1186%2f1749-8090-8-29&partnerID=40&md5=d7d25d7f0361442923a212aff3cdb881,Article,Scopus
Milos Korac,"Jevtović D., Salemović D., Ranin J., Pešić-Pavlović I., Korać M., Djurković-Djaković O.",The prognosis of patients with dissociated virological and immunological responses to HAART,2010,Biomedicine and Pharmacotherapy,64,10,,692,696,,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649842995&doi=10.1016%2fj.biopha.2010.08.004&partnerID=40&md5=e15c5a6d074981bd344c7553f2a7f586,Article,Scopus
Milos Korac,"Milosević I., Korać M., Brmbolić B.",[Diagnosis and treatment of esophageal diseases in patients with acquired immunodeficiency syndrome in Serbia].,2010,Medicinski pregled,63,12-Nov,,779,783,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958053387&doi=10.2298%2fMPNS1012779M&partnerID=40&md5=e8b6a607023c3d9da125d2229a33954e,Article,Scopus
Milos Korac,"Ofori-Belić I., Korać M., Milošević B., Djurković-Djaković O., Dulović O., Dakić Z., Poluga J., Brmbolić B.","Seasonality of trichinellosis in patients hospitalized in Belgrade, Serbia",2010,Parasite,17,3,,199,204,,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956686607&doi=10.1051%2fparasite%2f2010173199&partnerID=40&md5=8ff1220870242b45c4f38ccb26a8f919,Conference Paper,Scopus
Milos Korac,"Korać M., Brmbolić B., Salemović D., Ranin J., Stojšić Z., Jevtović D., Nikolić J.",Diagnostic esophago-gastro-duodenoscopy (EGD) in patients with AIDS-related upper gastrointestinal abnormalities,2009,Hepato-Gastroenterology,56,96,,1675,1678,,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-74949095960&partnerID=40&md5=505521b3a89db477fd3e6b07750287a4,Article,Scopus
Milos Korac,"Korać M., Milosević B., Lavadinović L., Janjić A., Brmbolić B.",Disseminated BCG infection in patients with urinary bladder carcinoma,2009,Medicinski pregled,62,12-Nov,,592,595,,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953196551&partnerID=40&md5=a51ffd40365bd7f87fcc65fb6ea875c9,Article,Scopus
Milos Korac,"Terzic D., Brmbolic B., Jevtovic D., Dupanovic B., Korac M., Selemovic D., Svirtlih N., Draskovic N., Mugosa B., Boricic I., Terzic Z.",Liver enlargement associated with opportunistic infections in patients with human immunodeficiency virus infection,2008,Journal of Gastrointestinal and Liver Diseases,17,4,,401,404,,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67149144479&partnerID=40&md5=86b48dbbb51d4693179d2125df7828a4,Article,Scopus
Milos Korac,"Dokić L., Delic D., Dulovic O., Korać M., Milosević B., Lavadinović L.",The frequency of pathological ultrasonographic findings of the gallbladder in patients with infectious diseases,2007,Medicinski pregled,60,2-Jan,,89,92,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-35548946174&doi=10.2298%2fMPNS0702089D&partnerID=40&md5=6d00d679f1a4960f955302d1ab4f41e4,Article,Scopus
Milos Korac,"Simonović-Babić J., Delić D., Śvirtlih N., Poluga J., Korać M., Maksić N., Boričic I.",Predictive value of ALT levels for histologic findings in chronic hepatitis C [Prediktivni značaj nivoa ALT za histološki nalaz kod hroničnog C hepatitisa],2005,Jugoslovenska Medicinska Biohemija,24,4,,293,297,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144517439&doi=10.2298%2fJMB0504293S&partnerID=40&md5=e6d0318e5d201ec147427888173267fa,Article,Scopus
Milos Korac,"Korac M., Jelic S., Jevtovic Dj., Brmbolic B., Salemovic D., Ranin J.",AIDS-related extranodal non-Hodgkin's lymphomas,1999,Journal of B.U.ON.,4,3,,233,239,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032866320&partnerID=40&md5=b1c78c7f71f39ea52df8e3007992b414,Article,Scopus
Milos Korac,"Delic D., Zerjav S., Boricic I., Nesic Z., Korac M., Jemuovic L., Nikolic P.",Hepatitis E virus infection in Yugoslavia: A report on three cases,1997,Archives of Gastroenterohepatology,16,3,,84,86,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030970493&partnerID=40&md5=37256feb51de9b00ad7f7d8eda78f5da,Article,Scopus
Jovan Ranin,"Jovanović L., Šljić M., Ćirković V., Salemović D., Pešić-Pavlović I., Todorović M., Ranin J., Jevtović D., Stanojević M.",Exploring evolutionary and transmission dynamics of HIV epidemic in serbia: bridging socio-demographic with phylogenetic approach,2019,Frontiers in Microbiology,10,,287,,,,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064009605&doi=10.3389%2ffmicb.2019.00287&partnerID=40&md5=f75387b0ebf935593c03d6d9575f0a84,Article,Scopus
Jovan Ranin,"Miskovic R., Plavsic A., Bolpacic J., Raskovic S., Ranin J., Bogic M.","Severe strongyloidiasis and systemic vasculitis: comorbidity, association or both? Case-based review",2018,Rheumatology International,38,12,,2315,2321,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055709543&doi=10.1007%2fs00296-018-4178-y&partnerID=40&md5=26a2260757b06b678a2b00149df8b4b6,Review,Scopus
Jovan Ranin,"Ranin J., Salemović D., Brmbolić B., Marinković J., Boričić I., Pešić P.I., Žerjav S., Stanojević M., Jevtović Đ.","Comparison of demographic, epidemiological, immunological, and clinical characteristics of patients with HIV mono-infection versus patients co-infected with HCV or/and HBV: A Serbian cohort study",2018,Current HIV Research,16,3,,222,230,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055558563&doi=10.2174%2f1570162X16666180717115614&partnerID=40&md5=c5fe40544449f2158a2a2292e919d291,Article,Scopus
Jovan Ranin,"Siljic M., Salemovic D., Cirkovic V., Pesic-Pavlovic I., Todorovic M., Ranin J., Dragovic G., Jevtovic D., Stanojevic M.",High Frequency of Human Leukocyte Antigen-B∗57:01 Allele Carriers among HIV-Infected Patients in Serbia,2017,Intervirology,60,2-Jan,,43,47,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026876179&doi=10.1159%2f000477810&partnerID=40&md5=ce413ec4ab5de22db93f3d6397274da0,Article,Scopus
Jovan Ranin,"Siljic M., Salemovic D., Cirkovic V., Pesic-Pavlovic I., Ranin J., Todorovic M., Nikolic S., Jevtovic D., Stanojevic M.",Forensic application of phylogenetic analyses – Exploration of suspected HIV-1 transmission case,2017,Forensic Science International: Genetics,27,,,100,105,,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006862398&doi=10.1016%2fj.fsigen.2016.12.006&partnerID=40&md5=b3cb35d82f04927365f96fce9137b720,Article,Scopus
Jovan Ranin,"Salemovic D., Pesic-Pavlovic I., Jevtovic D., Bojovic K., Ranin J., Brmbolic B., Stanojevic M.",Intravenous drug use - An independent predictor for HCV genotypes 3 and 4 infection among HIV/HCV co-infected patients,2017,Archives of Medical Science,13,3,,652,658,,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019578435&doi=10.5114%2faoms.2017.66022&partnerID=40&md5=0c44e08602440805b683fd1688949be3,Article,Scopus
Jovan Ranin,"Despotovic A., Savic B., Salemovic D., Ranin J., Jevtovic D.","Isoniazid-resistant Mycobacterium kansasii in an HIV-positive patient, and possible development of immune reconstitution inflammatory syndrome after initiation of highly active antiretroviral therapy: Case report",2016,International Journal of Infectious Diseases,42,,,40,42,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949648723&doi=10.1016%2fj.ijid.2015.11.012&partnerID=40&md5=3019767a3a1c3c5d2dcf3fdd6105208d,Article,Scopus
Jovan Ranin,"Dragović G., Salemović D., Ranin J., Nikolić J., Kušić J., Jevtović D.",Clinical and Immunologic Outcomes of HAART-Treated HIV-Infected Women in Resource Constrain Settings: The Belgrade Study,2014,Women and Health,54,1,,35,47,,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894260844&doi=10.1080%2f03630242.2013.850465&partnerID=40&md5=767d7b28fd87937f7f01b767eee5a7e5,Article,Scopus
Jovan Ranin,"Jevtović D., Dragovic G., Salemović D., Ranin J., Kušić J., Marinković J., Djurković-Djaković O.",Treatment outcome of HAART-treated patients in a resource-limited setting: The Belgrade Cohort Study,2014,Biomedicine and Pharmacotherapy,68,3,,391,395,,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899485368&doi=10.1016%2fj.biopha.2014.01.001&partnerID=40&md5=335f60a72d44d4d74d5b1cfa216ad11d,Article,Scopus
Jovan Ranin,"Šiljić M., Salemović D., Jevtović D.J., Pešić-Pavlović I., Zerjav S., Nikolić V., Ranin J., Stanojević M.",Tracing the origin and dynamics of the HIV-1 epidemic in Serbia,2014,Archives of Biological Sciences,66,2,,507,515,,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903958587&doi=10.2298%2fABS1402507S&partnerID=40&md5=b8935dc21b2f498814bbdaf95ab762fa,Article,Scopus
Jovan Ranin,"Stanojevic M., Siljic M., Salemovic D., Pesic-Pavlovic I., Zerjav S., Nikolic V., Ranin J., Jevtovic D.",Ten years survey of primary HIV-1 resistance in serbia: The occurrence of multiclass resistance,2014,AIDS Research and Human Retroviruses,30,7,,634,641,,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903769965&doi=10.1089%2faid.2013.0270&partnerID=40&md5=70ed4cb0a45d545281ac8421053de8b5,Article,Scopus
Jovan Ranin,"Siljic M., Salemovic D., Jevtovic D., Pesic-Pavlovic I., Zerjav S., Nikolic V., Ranin J., Stanojevic M.",Molecular typing of the local HIV-1 epidemic in Serbia,2013,"Infection, Genetics and Evolution",19,,,378,385,,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885188149&doi=10.1016%2fj.meegid.2013.06.015&partnerID=40&md5=a0e1d4d9abc3e1c7de903208f1bca9cd,Article,Scopus
