Author,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source
Vera Pravica,"Bazzaz J.T., Amoli M.M., Taheri Z., Larijani B., Pravica V., Hutchinson I.V.",TGF-β1 and IGF-I gene variations in type 1 diabetes microangiopathic complications,2014,Journal of Diabetes and Metabolic Disorders,13,1,45,0,0,0,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908106271&doi=10.1186%2f2251-6581-13-45&partnerID=40&md5=7ffcb601fa8fe44e920c67268e026172,Article,Scopus
Vera Pravica,"Popadic S., Ramic Z., Medenica L., Pravica V., Popadic D.",IL-23R gene polymorphism rs2201841 is associated with psoriatic arthritis,2014,International Journal of Immunogenetics,41,4,,335,337,0,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903891680&doi=10.1111%2fiji.12127&partnerID=40&md5=9a25a701b0777e5d3107fb2e0a748614,Article,Scopus
Vera Pravica,"Cupic M., Pravica V., Lazarevic I., Banko A., Karalic D., Tasic D., Jovanovic T.",The role of single nucleotide polymorphisms of cytokine genes in viral infections,2014,Archives of Biological Sciences,66,2,,585,590,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903957670&doi=10.2298%2fABS1402585C&partnerID=40&md5=8952d078499908403c2cc09d17c33d5d,Article,Scopus
Vera Pravica,"Pravica V., Markovic M., Cupic M., Savic E., Popadic D., Drulovic J., Mostarica-Stojkovic M.",Multiple sclerosis: Individualized disease susceptibility and therapy response,2013,Biomarkers in Medicine,7,1,,59,71,0,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873472705&doi=10.2217%2fbmm.12.113&partnerID=40&md5=7f7f048164f40cabdebbc10730551a3f,Review,Scopus
Vera Pravica,"Popadic D., Savic E., Spuran Z., Markovic M., Stojkovic M.M., Ramic Z., Pravica V.",Distinctive Frequencies of +874T/A IFN-γ Gene Polymorphism in a Healthy Serbian Population,2012,Clinical and Translational Science,5,6,,461,463,0,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871393027&doi=10.1111%2fcts.12000&partnerID=40&md5=b7afd8888360b8ce1df57ab7e5867987,Article,Scopus
Vera Pravica,"Cupic M., Lazarevic I., Pravica V., Banko A., Karalic D., Naumovic R., Kravljaca M., Jovanovic T.",The prevalence of the most important viral infections in renal transplant recipients in Serbia,2012,Archives of Biological Sciences,64,4,,1285,1296,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867790172&doi=10.2298%2fABS1204285C&partnerID=40&md5=16b5fe8a37d98e8a51f2eb2f90e350e8,Article,Scopus
Vera Pravica,"Pravica V., Popadic D., Savic E., Markovic M., Drulovic J., Mostarica-Stojkovic M.",Single nucleotide polymorphisms in multiple sclerosis: Disease susceptibility and treatment response biomarkers,2012,Immunologic Research,52,2-Jan,,42,52,0,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859913275&doi=10.1007%2fs12026-012-8273-y&partnerID=40&md5=722798ccf5a960d0714796160a4c677f,Review,Scopus
Vera Pravica,"Ohmann E.L., Burckart G.J., Chen Y., Pravica V., Brooks M.M., Zeevi A., Webber S.A.",Inosine 5-monophosphate dehydrogenase 1 haplotypes and association with mycophenolate mofetil gastrointestinal intolerance in pediatric heart transplant patients,2010,Pediatric Transplantation,14,7,,891,895,0,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349278069&doi=10.1111%2fj.1399-3046.2010.01367.x&partnerID=40&md5=fb1c1a3f3dcf0fa3c5059232273afee9,Article,Scopus
Vera Pravica,"Tavakkoly-Bazzaz J., Amoli M.M., Pravica V., Chandrasecaran R., Boulton A.J.M., Larijani B., Hutchinson I.V.",VEGF gene polymorphism association with diabetic neuropathy,2010,Molecular Biology Reports,37,7,,3625,3630,0,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956963446&doi=10.1007%2fs11033-010-0013-6&partnerID=40&md5=3d6cebb5088b30b335344e3a5425ab37,Article,Scopus
Vera Pravica,"Bazzaz J.T., Amoli M.M., Pravica V., Chandrasecaran R., Boulton A.J., Larijani B., Hutchinson I.V.",ENOS gene polymorphism association with retinopathy in type 1 diabetes,2010,Ophthalmic Genetics,31,3,,103,107,0,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955545704&doi=10.3109%2f13816810.2010.482553&partnerID=40&md5=bde0f028f4e14c2d5ef934c66cf8d9b6,Article,Scopus
Vera Pravica,"Ohmann E.L., Burckart G.J., Brooks M.M., Chen Y., Pravica V., Girnita D.M., Zeevi A., Webber S.A.",Genetic polymorphisms influence mycophenolate mofetil-related adverse events in pediatric heart transplant patients,2010,Journal of Heart and Lung Transplantation,29,5,,509,516,0,38,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950520590&doi=10.1016%2fj.healun.2009.11.602&partnerID=40&md5=4741b28d2e062e0ff587f09072979441,Article,Scopus
Vera Pravica,"Chen Y., Cicciarelli J., Pravica V., Hutchinson I.V.","Long-range linkage on chromosome 6p of VEGF, FKBP5, HLA and TNF alleles associated with transplant rejection",2009,Molecular Immunology,47,1,,96,100,0,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350399472&doi=10.1016%2fj.molimm.2009.01.006&partnerID=40&md5=6a7d684c18832a7891e94a21b9a7e563,Article,Scopus
Vera Pravica,"Yang J.W., Lee P.H., Hutchinson I.V., Pravica V., Shah T., Min D.I.",Genetic polymorphisms of MRP2 and UGT2B7 and gastrointestinal symptoms in renal transplant recipients taking mycophenolic acid,2009,Therapeutic Drug Monitoring,31,5,,542,548,0,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349658283&doi=10.1097%2fFTD.0b013e3181b1dd5e&partnerID=40&md5=acfd14fb9f4dd83a7fedae68d00ba7f4,Article,Scopus
Vera Pravica,"Chen Y., Burckart G.J., Shah T., Pravica V., Hutchinson I.V.",A novel method for monitoring glucocorticoid-induced changes of the glucocorticoid receptor in kidney transplant recipients,2009,Transplant Immunology,20,4,,249,252,0,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59849107871&doi=10.1016%2fj.trim.2008.12.003&partnerID=40&md5=fd284cc093ce31a79dae99672fa6ef60,Article,Scopus
Vera Pravica,"Shah T., Bunnapradist S., Hutchinson I., Pravica V., Cho Y.W., Mendez R., Mendez R., Takemoto S.K.","The evolving notion of ""senior"" kidney transplant recipients",2008,Clinical Transplantation,22,6,,794,802,0,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56349141117&doi=10.1111%2fj.1399-0012.2008.00881.x&partnerID=40&md5=3a415100757c7127eb60b1c1fd9aae7a,Article,Scopus
Vera Pravica,"Wang J., Yang J.W., Zeevi A., Webber S.A., Girnita D.M., Selby R., Fu J., Shah T., Pravica V., Hutchinson I.V., Burckart G.J.",IMPDH1 gene polymorphisms and association with acute rejection in renal transplant patients,2008,Clinical Pharmacology and Therapeutics,83,5,,711,717,0,75,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42349115968&doi=10.1038%2fsj.clpt.6100347&partnerID=40&md5=3facd76109e16c50c2ec6251f292045d,Article,Scopus
Vera Pravica,"Bazzaz J.T., Pravica V., Boulton A.J.M., Hutchinson I.V.",Candidate gene analysis in diabetic retinopathy: IGF-I gene,2007,Iranian Journal of Diabetes and Lipid Disorders,7,1,,0,0,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149118102&partnerID=40&md5=97d31991654ad66de17517c6c1f92839,Article,Scopus
Vera Pravica,"Bazzaz J.T., Pravica V., Boulton A.J.M., Hutchinson I.V.",Candidate gene analysis in T1DM: IFN-γ gene,2007,Iranian Journal of Diabetes and Lipid Disorders,6,4,,11,0,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-37249058258&partnerID=40&md5=1293270b01f363a73b0e43ee6c00888a,Article,Scopus
Vera Pravica,"Burckart G., Pravica V., Hatchinson I., Min D., Shah T., Mendez R.",The 28th Meeting of the Gunma Association for Organ Transplantation,2007,Kitakanto Medical Journal,57,1,,111,113,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024736475&doi=10.2974%2fkmj.57.111&partnerID=40&md5=abff76b0b6464d36c84c03bdeb78687c,Article,Scopus
Vera Pravica,"Rafatpanah H., Pravica V., FaridHosseini R., Tabatabaei A., Ollier W., Poulton K., Thomson W., Hutchinson I.",Association between HLA-DRB1*01 and HLA-Cw*08 and outcome following HTLV-I infection,2007,Iranian Journal of Immunology,4,2,,94,100,0,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250822869&partnerID=40&md5=e8254253d3416babd57f554f79277081,Article,Scopus
Vera Pravica,"Gray A., Stewart H., Pravica V., Fryer A.A., Lenney W., Hutchinson I.V., Arkwright P.D.",Polymorphisms of the Bcl-2 family member bfl-1 in children with atopic dermatitis,2006,Pediatric Allergy and Immunology,17,8,,578,582,0,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751213852&doi=10.1111%2fj.1399-3038.2006.00468.x&partnerID=40&md5=a525532cc00482c479ded6efaed7e25a,Article,Scopus
Vera Pravica,"Sambatakou H., Pravica V., Hutchinson I.V., Denning D.W.",Cytokine profiling of pulmonary aspergillosis,2006,International Journal of Immunogenetics,33,4,,297,302,0,61,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646934960&doi=10.1111%2fj.1744-313X.2006.00616.x&partnerID=40&md5=af52bae533b09a29538c530c61961b2b,Article,Scopus
Vera Pravica,"Dashash M., Pravica V., Hutchinson I.V., Barson A.J., Drucker D.B.",Association of Sudden Infant Death Syndrome With VEGF and IL-6 Gene Polymorphisms,2006,Human Immunology,67,8,,627,633,0,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747021915&doi=10.1016%2fj.humimm.2006.05.002&partnerID=40&md5=c9e67c7b805b5c431e437bf924b6e343,Article,Scopus
Vera Pravica,"Tapirdamaz Ö., Pravica V., Metselaar H.J., Hansen B., Moons L., Van Meurs J.B.J., Hutchinson I.V., Shaw J., Agarwal K., Adams D.H., Day C.P., Kwekkeboom J.",Polymorphisms in the T cell regulatory gene cytotoxic T lymphocyte antigen 4 influence the rate of acute rejection after liver transplantation,2006,Gut,55,6,,863,868,0,22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646772148&doi=10.1136%2fgut.2005.080937&partnerID=40&md5=aa03849eb63b9c3dff37c5d1635081fe,Article,Scopus
Vera Pravica,"Bazzaz J.T., Pravica V., Boulton A.J.M., Hutchinson I.V.",Genetics of diabetic retinopathy: Study of VEGF gene,2006,Iranian Journal of Diabetes and Lipid Disorders,5,3,,0,0,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751220507&partnerID=40&md5=a2ea501c49b8df36ac8feee1bc914d83,Article,Scopus
Vera Pravica,"Ben-Ari Z., Tambur A.R., Pappo O., Sulkes J., Pravica V., Hutchinson I., Klein T., Tur-Kaspa R., Mor E.",Platelet-derived growth factor gene polymorphism in recurrent hepatitis C infection after liver transplantation,2006,Transplantation,81,3,,392,397,0,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-32844462238&doi=10.1097%2f01.tp.0000173645.89064.c7&partnerID=40&md5=bad961250c1cb03adfb6fc650a24625e,Article,Scopus
Vera Pravica,"Bittar M.N., Carey J.A., Barnard J.B., Pravica V., Deiraniya A.K., Yonan N., Hutchinson I.V.",Tumor necrosis factor alpha influences the inflammatory response after coronary surgery,2006,Annals of Thoracic Surgery,81,1,,132,137,0,33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-29144515402&doi=10.1016%2fj.athoracsur.2005.07.037&partnerID=40&md5=fee39b01bdbe990bee8291e6ca98218c,Article,Scopus
Vera Pravica,"Bazzaz J.T., Pravica V., Boulton A.J.M., Hutchinson I.V.",Genetics of diabetic neuropathy: Study of VEGF gene,2005,Iranian Journal of Diabetes and Lipid Disorders,5,2,,0,0,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746106104&partnerID=40&md5=1e85a2453b92bd137d88faa01c02ba3d,Article,Scopus
Vera Pravica,"Alam M., Pravica V., Fryer A.A., Hawkins C.P., Hutchinson I.V.",Novel polymorphism in the promoter region of the human nerve growth-factor gene,2005,International Journal of Immunogenetics,32,6,,379,382,0,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-28444457483&doi=10.1111%2fj.1744-313X.2005.00541.x&partnerID=40&md5=83303a8c1237e39ddb949e04f6d67f1a,Article,Scopus
Vera Pravica,"Bittar M.N., Carey J.A., Barnard J., Fildes J.E., Pravica V., Yonan N., Hutchinson I.V.",Interleukin 6 G-174C polymorphism influences outcome following coronary revascularization surgery,2005,Heart Surgery Forum,8,3,,167,172,0,20,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247281629&doi=10.1532%2fHSF98.20041120&partnerID=40&md5=60bb197585c42692416cecf22d224f9e,Article,Scopus
Vera Pravica,"Dashash M., Blinkhorn A.S., Hutchinson I.V., Pravica V., Drucker D.B.",The relationship between interleukin-10 gene polymorphism at position -1082 and susceptibility to gingivitis in children,2005,Journal of Periodontology,76,9,,1455,1462,0,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-26944456925&doi=10.1902%2fjop.2005.76.9.1455&partnerID=40&md5=4cba6eedc68b473bbcff4d21eaf2f9d3,Article,Scopus
Vera Pravica,"Bazzaz J.T., Pravica V., Boulton A.J.M., Hutchinson I.V.",Genetics of diabetic nephropathy: Study of TGF-β1 gene,2005,Iranian Journal of Diabetes and Lipid Disorders,4,4,,0,0,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30444446389&partnerID=40&md5=3db102ef0c276247f448f7d4f37e91c6,Article,Scopus
Vera Pravica,"Tinckam K., Rush D., Hutchinson I., Dembinski I., Pravica V., Jeffery J., Nickerson P.",The relative importance of cytokine gene polymorphisms in the development of early and late acute rejection and six-month renal allograft pathology,2005,Transplantation,79,7,,836,841,0,55,https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444425361&doi=10.1097%2f01.TP.0000155187.81806.DF&partnerID=40&md5=e4de1069286ecf98f360b8bebea521e1,Article,Scopus
Vera Pravica,"Densem C.G., Mutlak A.-S.M., Pravica V., Brooks N.H., Yonan N., Hutchinson I.V.","A novel polymorphism of the gene encoding furin, a TGF-β1 activator, and the influence on cardiac allograft vasculopathy formation",2004,Transplant Immunology,13,3,,185,190,0,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4744370492&doi=10.1016%2fj.trim.2004.04.005&partnerID=40&md5=2ef33b1f9c6ccc8914bd4e5422b7fe41,Article,Scopus
Vera Pravica,"Korachi M., Pravica V., Barson A.J., Hutchinson I.V., B Drucker D.",Interleukin 10 genotype as a risk factor for sudden infant death syndrome: Determination of IL-10 genotype from wax-embedded postmortem samples,2004,FEMS Immunology and Medical Microbiology,42,1,,125,129,0,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4344610095&doi=10.1016%2fj.femsim.2004.06.008&partnerID=40&md5=3c692faa837a432268f6a458b605b1df,Article,Scopus
Vera Pravica,"Rafatpanah H., Pravica V., Farid R., Abbaszadegan M.R., Tabatabaei A., Goharjoo A., Etemadi M.M., Hutchinson I.V.",Association of a novel single nucleotide polymorphism in the human perforin gene with the outcome of HTLV-I infection in patients from Northeast Iran (Mash-had),2004,Human Immunology,65,8,,839,846,0,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4444308835&doi=10.1016%2fj.humimm.2004.05.006&partnerID=40&md5=ebfc9e5d5086a761ea86f06e6e69dcda,Article,Scopus
Vera Pravica,"De Reuver P., Pravica V., Hop W., Boor P., Metselaar H.J., Hutchinson I.V., Tilanus H.W., Kwekkeboom J.",Recipient CTLA-4 +49 G/G Genotype Is Associated with Reduced Incidence of Acute Rejection after Liver Transplantation,2003,American Journal of Transplantation,3,12,,1587,1594,0,36,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346121389&doi=10.1046%2fj.1600-6135.2003.00261.x&partnerID=40&md5=98bf85bfd2c711f60883e34f00c4ffda,Article,Scopus
Vera Pravica,"Kerr J.R., McCoy M., Burke B., Mattey D.L., Pravica V., Hutchinson I.V.",Cytokine gene polymorphisms associated with symptomatic parvovirus B19 infection,2003,Journal of Clinical Pathology,56,10,,725,727,0,45,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141884393&doi=10.1136%2fjcp.56.10.725&partnerID=40&md5=18f571d3da31a1550dbdf30036b4d805,Article,Scopus
Vera Pravica,"Rafatpanah H., Bennett E., Pravica V., McCoy M.J., David T.J., Hutchinson I.V., Arkwright P.D.",Association between novel GM-CSF gene polymorphisms and the frequency and severity of atopic dermatitis,2003,Journal of Allergy and Clinical Immunology,112,3,,593,598,0,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0043236599&doi=10.1016%2fS0091-6749%2803%2901797-4&partnerID=40&md5=31802644fb47610e6f781664cff6f523,Article,Scopus
Vera Pravica,"Arkwright P.D., Pravica V., Geraghty P.J., Super M., Webb A.K., Schwarz M., Hutchinson I.V.",End-organ dysfunction in cystic fibrosis: Association with angiotensin I converting enzyme and cytokine gene polymorphisms,2003,American Journal of Respiratory and Critical Care Medicine,167,3,,384,389,0,66,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037323317&doi=10.1164%2frccm.200204-364OC&partnerID=40&md5=0a6444c82f830fc29987e7cddd455859,Article,Scopus
Vera Pravica,"Warlé M.C., Farhan A., Metselaar H.J., Hop W.C.J., Perrey C., Zondervan P.E., Kap M., Kwekkeboom J., Ijzermans J.N.M., Tilanus H.W., Pravica V., Hutchinson I.V., Bouma G.J.",Are cytokine gene polymorphisms related to in vitro cytokine production profiles?,2003,Liver Transplantation,9,2,,170,181,0,124,https://www.scopus.com/inward/record.uri?eid=2-s2.0-12244278306&doi=10.1053%2fjlts.2002.50014&partnerID=40&md5=dbd54072421256e17ff06519bcc214f2,Article,Scopus
Vera Pravica,"Gonsalkorale W.M., Perrey C., Pravica V., Whorwell P.J., Hutchinson I.V.",Interleukin 10 genotypes in irritable bowel syndrome: Evidence for an inflammatory component?,2003,Gut,52,1,,91,93,0,220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037215492&doi=10.1136%2fgut.52.1.91&partnerID=40&md5=b9c748520f0d32f67904bd8f8a406f87,Article,Scopus
Vera Pravica,"Drulovic J., Popadic D., Mesaros S., Dujmovic I., Cvetkovic I., Miljkovic D., Stojsavljevic N., Pravica V., Pekmezovic T., Bogdanovic G., Jarebinski M., Stojkovic M.M.",Decreased frequency of the tumor necrosis factor α-308 allele in Serbian patients with multiple sclerosis,2003,European Neurology,50,1,,25,29,0,25,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038307382&doi=10.1159%2f000070855&partnerID=40&md5=a39a175715ac14595519125680391cdb,Article,Scopus
Vera Pravica,"Reid C.L., Perrey C., Pravica V., Hutchinson I.V., Campbell I.T.",Genetic variation in proinflammatory and anti-inflammatory cytokine production in multiple organ dysfunction syndrome,2002,Critical Care Medicine,30,10,,2216,2221,0,71,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036798240&doi=10.1097%2f00003246-200210000-00007&partnerID=40&md5=53d41c9196f9a4473de3866678d5771f,Article,Scopus
Vera Pravica,"Hutchings A., Guay-Woodford L., Thomas J.M., Young C.J., Purcell W.M., Pravica V., Perrey C., Hutchinson I.V., Benfield M.R.",Association of cytokine single nucleotide polymorphisms with B7 costimulatory molecules in kidney allograft recipients,2002,Pediatric Transplantation,6,1,,69,77,0,48,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036208499&doi=10.1034%2fj.1399-3046.2002.1o444.x&partnerID=40&md5=e227b32028c0eb5b5643fceb33e73893,Article,Scopus
Vera Pravica,"Shahbazi M., Pravica V., Nasreen N., Fakhoury H., Fryer A.A., Strange R.C., Hutchinson P.E., Osborne J.E., Lear J.T., Smith A.G., Hutchinson I.V.",Association between functional polymorphism in EGF gene and malignant melanoma,2002,Lancet,359,9304,,397,401,0,235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037006414&doi=10.1016%2fS0140-6736%2802%2907600-6&partnerID=40&md5=725ff983fb46c561336103fb2af3a2b4,Article,Scopus
Vera Pravica,"Shahbazi M., Fryer A.A., Pravica V., Brogan I.J., Ramsay H.M., Hutchinson I.V., Harden P.N.",Vascular endothelial growth factor gene polymorphisms are associated with acute renal allograft rejection,2002,Journal of the American Society of Nephrology,13,1,,260,264,0,351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036138599&partnerID=40&md5=e5315e0da030a5b9c98d6f36a3070383,Article,Scopus
Vera Pravica,"Warlé M.C., Farhan A., Metselaar H.J., Hop W.C.J., Perrey C., Zondervan P.E., Kap M., De Rave S., Kwekkeboom J., IJzermans J.N.M., Tilanus H.W., Pravica V., Hutchinson I.V., Bouma G.J.",Cytokine gene polymorphisms and acute human liver graft rejection,2002,Liver Transplantation,8,7,,603,611,0,47,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036019567&doi=10.1053%2fjlts.2002.33967&partnerID=40&md5=6515ba93c27e4eaa317996b81141c79f,Article,Scopus
Vera Pravica,"Stanczuk G.A., Sibanda E.N., Perrey C., Chirara M., Pravica V., Hutchinson I.V., Tswana S.A.",Cancer of the uterine cervix may be significantly associated with a gene polymorphism coding for increased IL-10 production,2001,International Journal of Cancer,94,6,,792,794,0,87,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035892319&doi=10.1002%2fijc.1543&partnerID=40&md5=b534587ebd73e88810010e7175c95aed,Article,Scopus
Vera Pravica,"Warlé M.C., Farhan A., Metselaar H.J., Hop W.C.J., Perrey C., Kap M., De Rave S., Kwekkeboom J., Zondervan P.E., Ijzermans J.N.M., Tilanus H.W., Pravica V., Hutchinson I.V., Bouma G.J.",Cytokine gene polymorphisms and acute human liver graft rejection,2001,European Journal of Immunogenetics,28,2,,204,0,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749090954&partnerID=40&md5=e640f8d86297727154546dbfea3f5d06,Article,Scopus
Vera Pravica,"Warlé M.C., Farhan A., Metselaar H.J., Hop W.C.J., Van Der Plas A.J., Kap M., De Rave S., Kwekkeboom J., Zondervan P.E., IJzermans J.N.M., Tilanus H.W., Pravica V., Hutchinson I.V., Bouma G.J.",In vitro cytokine production of tnfα and IL-13 correlates with acute liver transplant rejection,2001,Human Immunology,62,11,,1258,1265,0,26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034768093&doi=10.1016%2fS0198-8859%2801%2900321-4&partnerID=40&md5=b0e93fe428e2bde5188dc11b1f293301,Article,Scopus
