Author,Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Document Type,Source
Tanja Jovanovic,"Karalic D., Lazarevic I., Banko A., Cupic M., Jevtovic D., Jovanovic T.",Molecular characterization of BK virus in patients infected with human immunodeficiency virus,2016,Medical Microbiology and Immunology,205,2,,185,193,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961161202&doi=10.1007%2fs00430-015-0439-5&partnerID=40&md5=048b3909178bc315d1e19a48a504b92a,Article,Scopus
Tanja Jovanovic,"Banko A.V., Lazarevic I.B., Folic M.M., Djukic V.B., Cirkovic A.M., Karalic D.Z., Cupic M.D., Jovanovic T.P.",Characterization of the variability of Epstein-Barr virus genes in nasopharyngeal biopsies: Potential predictors for carcinoma progression,2016,PLoS ONE,11,4,e0153498,0,0,0,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963811265&doi=10.1371%2fjournal.pone.0153498&partnerID=40&md5=84f32108e6afb4d839a4c819ea0a13d9,Article,Scopus
Tanja Jovanovic,"Karalic D., Lazarevic I., Knezevic A., Cupic M., Jevtovic D., Jovanovic T.",Distribution of JC virus genotypes among serbian patients infected with HIV and in healthy donors,2014,Journal of Medical Virology,86,3,,411,418,0,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891923393&doi=10.1002%2fjmv.23796&partnerID=40&md5=f1c783f08814d40c2e2026adf9e81a4b,Article,Scopus
Tanja Jovanovic,"Karalic D., Lazarevic I., Cupic M., Jevtovic D.J., Jovanovic T.",Prevalence of JC and BK polyomavirus excretion in the urine of HIV-infected patients from Serbia,2014,Archives of Biological Sciences,66,2,,599,604,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904023711&doi=10.2298%2fABS1402599K&partnerID=40&md5=033ed1d3fd6284ca5e8ebc12fa716f8f,Article,Scopus
Tanja Jovanovic,"Knezevic A., Martic J., Stanojevic M., Jankovic B., Jovanovic T.",Neonatal herpes in Serbia: Is it a problem or not?,2014,Archives of Biological Sciences,66,2,,517,521,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904010932&doi=10.2298%2fABS1402517K&partnerID=40&md5=ffbaa95f45e3548bb34c1ae097c3f973,Article,Scopus
Tanja Jovanovic,"Stamenkovic M., Knezevic A., Kuzmanovic I., Karalic D., Jovanovic T.",Distribution of human papilloma virus genotypes in cervical cancer tissues,2014,Archives of Biological Sciences,66,2,,573,576,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903955839&doi=10.2298%2fABS1402563S&partnerID=40&md5=6a0974782814a880266d724ffe26234a,Article,Scopus
Tanja Jovanovic,"Banko A., Lazarevic I., Folic M., Cupic M., Jovanovic T.",Prevalence of Epstein Barr virus in biopsy specimens of nasopharyngeal carcinoma from Serbian patients,2014,Archives of Biological Sciences,66,2,,537,544,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903936709&doi=10.2298%2fABS1402537B&partnerID=40&md5=b03787987590d5e4bb3f18daf3cfe80a,Article,Scopus
Tanja Jovanovic,"Mijovic G., Jovanovic T., Kapulica N.K., Jokmanovic N., Bujko M., Golubovic M.",Frequency and risk factors of cervical human papilloma virus infection in women in Montenegro,2014,Archives of Biological Sciences,66,4,,1653,1658,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921646706&doi=10.2298%2fABS1404653M&partnerID=40&md5=4586d974591d225509188ba23a3f62df,Article,Scopus
Tanja Jovanovic,"Cupic M., Pravica V., Lazarevic I., Banko A., Karalic D., Tasic D., Jovanovic T.",The role of single nucleotide polymorphisms of cytokine genes in viral infections,2014,Archives of Biological Sciences,66,2,,585,590,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903957670&doi=10.2298%2fABS1402585C&partnerID=40&md5=8952d078499908403c2cc09d17c33d5d,Article,Scopus
Tanja Jovanovic,"Lazarevic I., Cupic M., Banko A., Karalic D., Delic D., Svirtlih N., Simonovic J., Jovanovic T.",Prevalence and mutational patterns of lamivudine-resistant HBV strains in chronically infected Serbian patients,2014,Archives of Biological Sciences,66,2,,591,598,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904016749&doi=10.2298%2fABS1402591L&partnerID=40&md5=e49a73abff736ed7a33db6a2fd56221e,Article,Scopus
Tanja Jovanovic,"Pasic S., Cupic M., Jovanovic T., Djukic S., Kavaric M., Lazarevic I.",Nijmegen breakage syndrome and chronic polyarthritis,2013,Italian Journal of Pediatrics,39,1,59,0,0,0,4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883872046&doi=10.1186%2f1824-7288-39-59&partnerID=40&md5=62f689f214da77f55bb455267ab91974,Article,Scopus
Tanja Jovanovic,"Lazarevic I., Djordjevic J., Cupic M., Karalic D., Delic D., Svirtlih N., Simonovic J., Svorcan P., Milic N., Jovanovic T.",The influence of single and combined IL28B polymorphisms on response to treatment of chronic hepatitis C,2013,Journal of Clinical Virology,58,1,,254,257,0,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881547613&doi=10.1016%2fj.jcv.2013.06.014&partnerID=40&md5=5f229581d833d7dc1820b453dbceee21,Article,Scopus
Tanja Jovanovic,"Karalic D., Lazarevic I., Cupic M., Jovanovic T.",The prevalence of human polyomaviruses in urine samples of immunocompetent individuals in the Serbian population,2012,Archives of Biological Sciences,64,4,,1383,1388,0,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867764401&doi=10.2298%2fABS1204383K&partnerID=40&md5=2d27cc1af68c13f929fc5816c2b1b31e,Article,Scopus
Tanja Jovanovic,"Knezevic A., Aleksic G., Soldatovic I., Banko A., Jovanovic T.","Cervical human papillomavirus infection in Serbia: Risk factors, prevalence and genotype distribution in women with normal cervical cytology",2012,Archives of Biological Sciences,64,4,,1277,1284,0,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867798331&doi=10.2298%2fABS1204277K&partnerID=40&md5=32f0fa4f1cb861bad576ae9ba9c6a5f9,Article,Scopus
Tanja Jovanovic,"Lazarevic I., Cupic M., Delic D., Stojkovic-Svirtlih N., Simonovic J., Banko A., Jovanovic T.",Complete genome sequences and phylogenetic analysis of hepatitis B virus isolates from Serbia,2012,Archives of Biological Sciences,64,4,,1319,1326,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867802844&doi=10.2298%2fABS1204319L&partnerID=40&md5=60b270c54dfe4b77cbe924c047dcd550,Article,Scopus
Tanja Jovanovic,"Cupic M., Lazarevic I., Pravica V., Banko A., Karalic D., Naumovic R., Kravljaca M., Jovanovic T.",The prevalence of the most important viral infections in renal transplant recipients in Serbia,2012,Archives of Biological Sciences,64,4,,1285,1296,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867790172&doi=10.2298%2fABS1204285C&partnerID=40&md5=16b5fe8a37d98e8a51f2eb2f90e350e8,Article,Scopus
Tanja Jovanovic,"Banko A., Lazarevic I., Cupic M., Stevanovic G., Boricic I., Jovanovic T.",Carboxy-terminal sequence variation of LMP1 gene in Epstein-Barr-virus-associated mononucleosis and tumors from Serbian patients,2012,Journal of Medical Virology,84,4,,632,642,0,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856816773&doi=10.1002%2fjmv.23217&partnerID=40&md5=b97d5eff058a3d63106f9057fc4e7551,Article,Scopus
Tanja Jovanovic,"Lazarevic I., Cupic M., Delic D., Svirtlih N.S., Simonovic J., Jovanovic T.",Prevalence of hepatitis B virus MHR mutations and their correlation with genotypes and antiviral therapy in chronically infected patients in Serbia,2010,Journal of Medical Virology,82,7,,1160,1167,0,27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954407542&doi=10.1002%2fjmv.21810&partnerID=40&md5=eb72268cd3c281bb4226510f0651c0d3,Article,Scopus
Tanja Jovanovic,"Kanazir M., Boricic I., Delic D., Tepavcevic D.K., Knezevic A., Jovanovic T., Pekmezovic T.",Risk factors for hepatocellular carcinoma: A case-control study in Belgrade (Serbia),2010,Tumori,96,6,,911,917,0,31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551501347&doi=10.1177%2f548.6508&partnerID=40&md5=ceeea4bbbfe4deb299398bcbd59836c8,Article,Scopus
Tanja Jovanovic,"Djuric M., Jankovic L., Jovanovic T., Pavlica D., Brkic S., Knezevic A., Markovic D., Milasin J.",Prevalence of oral herpes simplex virus reactivation in cancer patients: A comparison of different techniques of viral detection,2009,Journal of Oral Pathology and Medicine,38,2,,167,173,0,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58449113009&doi=10.1111%2fj.1600-0714.2008.00684.x&partnerID=40&md5=c7ecf3618990294b4cfffe27a1a0dd9c,Article,Scopus
Tanja Jovanovic,"Banko A.V., Lazarevic I.B., Cupic M.D., Knezevic A.M., Stevanovic G.D., Krejovic-Trivic S.B., Jovanovic T.P.",Correlation between results of PCR and specific serological tests in diagnosis of Epstein-Barr virus in patients with mononucleosis syndrome,2009,Acta chirurgica Iugoslavica,56,3,,71,76,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950377381&doi=10.2298%2fACI0903071B&partnerID=40&md5=01cca8d6357706b08b9831009c0b8330,Article,Scopus
Tanja Jovanovic,"Andric M., Milasin J., Jovanovic T., Todorovic L.",Human cytomegalovirus is present in odontogenic cysts,2007,Oral Microbiology and Immunology,22,5,,347,351,0,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548299662&doi=10.1111%2fj.1399-302X.2007.00369.x&partnerID=40&md5=2318dee0ac605afaa7133408774d0b2f,Article,Scopus
Tanja Jovanovic,"Lazarevic I., Cupic M., Delic D., Svirtlih N.S., Simonovic J., Jovanovic T.","Distribution of HBV genotypes, subgenotypes and HBsAg subtypes among chronically infected patients in Serbia",2007,Archives of Virology,152,11,,2017,2025,0,28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-36148932192&doi=10.1007%2fs00705-007-1031-0&partnerID=40&md5=a775ffcab19585946006f6d79ecdbf6b,Article,Scopus
Tanja Jovanovic,"Djuric M., Pavlica D., Jankovic Lj., Milasin J., Jovanovic T.",Presence of herpes simplex virus on the oral mucosa in patients undergoing chemotherapy,2007,Scottish Medical Journal,52,1,,28,31,0,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947111761&doi=10.1258%2frsmsmj.52.1.28&partnerID=40&md5=4c3082a0c25654d33acb3306ae4c1fcc,Article,Scopus
Tanja Jovanovic,"Knezevic A., Martic J., Stanojevic M., Jankovic S., Nedeljkovic J., Nikolic L., Pasic S., Jankovic B., Jovanovic T.",Disseminated neonatal herpes caused by herpes simplex virus types 1 and 2,2007,Emerging Infectious Diseases,13,2,,302,304,0,14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846708224&doi=10.3201%2feid1302.060907&partnerID=40&md5=de6936438902fe26fddb61a128a2f804,Article,Scopus
Tanja Jovanovic,"Lazarevic I., Stanojevic M., Cupic M., Jovanovic T.",The role of PCR in detection of cytomegalovirus in blood and urine of transplanted patients,2006,Acta chirurgica Iugoslavica,53,1,,19,22,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750578006&doi=10.2298%2fACI0601019L&partnerID=40&md5=77c059cb80ec425973db8d6f67e9104e,Article,Scopus
Tanja Jovanovic,"Kuntic V., Stanojevic M., Holclajtner-Antunovic I., Uskokovic-Markovic S., Mioc U., Todorovic M., Jovanovic T., Vukojevic V.","Synthesis, characterization, and biological activity of amino acid derivatives of the heteropolytungstophosphoric acid",2006,Monatshefte fur Chemie,137,6,,803,810,0,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745013371&doi=10.1007%2fs00706-006-0467-3&partnerID=40&md5=992c1933966e242b92968333eb500067,Article,Scopus
Tanja Jovanovic,"Stanojevic M., Zerjav S., Jevtovic D., Jovanovic T.",Herpes simplex virus resistance to acyclovir in routine virological laboratory practice,2005,Biomedicine and Pharmacotherapy,59,3,,135,136,0,0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-15744376262&doi=10.1016%2fj.biopha.2004.06.004&partnerID=40&md5=7512f4fefa3f571fc16627799959aa97,Letter,Scopus
Tanja Jovanovic,"Knezevic A., Stepanovic S., Cupic M., Jevtovic D., Ranin J., Jovanovic T.",Reduced quantity and hydrogen-peroxide production of vaginal lactobacilli in HIV positive women,2005,Biomedicine and Pharmacotherapy,59,9,,521,523,0,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27844574314&doi=10.1016%2fj.biopha.2005.06.010&partnerID=40&md5=d3aa291c55c29ff88631c6c9bd775462,Article,Scopus
Tanja Jovanovic,"Perovic M., Berisavac M., Kuljic-Kapulica N., Jovanovic T.",Correlation between atypical colposcopy findings and detection of human papillomavirus (HPV) infection of the uterine cervix,2002,European Journal of Gynaecological Oncology,23,1,,42,44,0,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036176197&partnerID=40&md5=aea9d1b7205f8938713cb347da1881ed,Article,Scopus
Tanja Jovanovic,"Stanojevic M., Papa A., Papadimitriou E., Zerjav S., Jevtovic D., Salemovic D., Jovanovic T., Antoniadis A.",HIV-1 subtypes in Yugoslavia,2002,AIDS Research and Human Retroviruses,18,7,,519,522,0,28,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036246978&doi=10.1089%2f088922202317406673&partnerID=40&md5=055482acd2f1b840ee8b1b236c43a3fc,Article,Scopus
Tanja Jovanovic,"Nedeljkovic J., Jovanovic T., Oker-Blom C.",Maturation of IgG avidity to individual rubella virus structural proteins,2001,Journal of Clinical Virology,22,1,,47,54,0,19,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034966909&doi=10.1016%2fS1386-6532%2801%2900161-5&partnerID=40&md5=e35699cc5b0a3273d0ed6b49c767ef65,Article,Scopus
Tanja Jovanovic,"Milic N., Jovanovic T., Knezevic I., Gadanski-Omerovic G., Asanin R.",Examinations of the immunogenicity of the experimental bivalent subunit vaccines against herpes simplex virus type 1 and 2,1999,Acta Veterinaria,49,1,,3,12,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347917929&partnerID=40&md5=79c9d337732b6e950fd5255f10749c5e,Article,Scopus
Tanja Jovanovic,"Nedeljkovic J., Jovanovic T., Mladjenovic S., Hedman K., Peitsaro N., Oker-Blom C.",Immunoblot analysis of natural and vaccine-induced IgG responses to rubella virus proteins expressed in insect cells,1999,Journal of Clinical Virology,14,2,,119,131,0,18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033213016&doi=10.1016%2fS1386-6532%2899%2900048-7&partnerID=40&md5=0be8480d54471bc8a278da6235ad34ad,Article,Scopus
Branislava Savic,"Arandjelovic I., Merker M., Richter E., Kohl T.A., Savic B., Soldatovic I., Wirth T., Vukovic D., Niemann S.","Longitudinal outbreak of multidrug-resistant tuberculosis in a hospital setting, Serbia",2019,Emerging Infectious Diseases,25,3,,555,558,0,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061998119&doi=10.3201%2feid2503.181220&partnerID=40&md5=848b2fc335ab6a310bb726781f225914,Article,Scopus
Branislava Savic,"Dakic I., Arandjelovic I., Savic B., Jovanovic S., Tosic M., Kurucin T., Vukovic D.","Pulmonary isolation and clinical relevance of nontuberculous mycobacteria during nationwide survey in Serbia, 2010-2015",2018,PLoS ONE,13,11,e0207751,0,0,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056947277&doi=10.1371%2fjournal.pone.0207751&partnerID=40&md5=202ae5be6c01150f4305e22917833e77,Article,Scopus
Branislava Savic,"Amicosante M., D’Ambrosio L., Munoz M., Mello F.C.Q., Tebruegge M., Chegou N.N., Seghrouchni F., Centis R., Goletti D., Bothamley G., Migliori G.B., TB Diagnostic Survey Working Group, Al-Hattami A.A.M., Kebede A., Rendon A., Garcia-Basteiro A.L., Abdulmumuni A.S., Nota A., Pace-Asciak A., Loxton A., Bhowmik A., Catanzaro A., Worku A., Kabeer B.S.A., Savic B., Nselebete B.B., Montesano C., Montagnani C., Mammina C., Nkenfou C., Kvasnovsky C., Braz C., Blázquez-Gamero D., Cirillo D.M., Huluka D.K., Handayani D., Papaventsis D., Palmero D., Catanzaro D., Chanda D., Gurbanova E., Sobh E., Gebremariam F.M., Pradel F.K., Brindicci G., Sotgiu G., De Iaco G., Kahenya G., Nwankwo G., Hoffmann H., Mutunzi H., Kenechukwu I., Pavic I., Mukeba J.-P., Wambugu J., Abdulsemed K.A., Ukwaja K.N., Fattorini L., Guglielmetti L., Zammarchi L., Anibarro L., Zijenah L.S., Lipman M., Ivanovska M., Nikolova M., Joya M.C., Bonnet M., Chisale M., Jachym M.F., Elmi M., Gadanya M.A., Getahun M., Veziris N., Hanson-Nortey N.N., Nwankwo O.N.O., Del Monte P., Fourati R., Laniado-Laborín R., Lodha R., Wong R., Bhebhe R., de la Tour R., Ferreira R.T., Boy S., Eyanu S., Singh S., Tafaj S., Joosten S.A., Callens S., Moyo S., Tao T.M., Gebremariam T.H., Meshak T.P., Perez-Porcuna T., Vasankari T., Rolla V.C., Singh V., Ratageri V.H., Milanov V., Rosati Y., Fuentes-Alcala Z.",Current use and acceptability of novel diagnostic tests for active tuberculosis: A worldwide survey [Uso atual e aceitabilidade de novos testes diagnósticos para tuberculose ativa: Um inquérito mundial],2017,Jornal Brasileiro de Pneumologia,43,5,,380,392,0,10,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034623668&doi=10.1590%2fs1806-37562017000000219&partnerID=40&md5=1f49c3ad4e2b2942c052d0e85989af43,Article,Scopus
Branislava Savic,"Jagielski T., Aleksa A., Bachiyska E., Bakos Á., Crudu V., Dziadek J., Homolka J., Homorodean D., Jansone I., Katalinic-Jankovic V., Krenke R., Kuzmic U., Mokrousov I., Nikolayevskyy V., Nikolenka A., Osmani G.M., Papaventsis D., Pole I., Porvazník I., Savic B., Shubladze N., Solovic I., Szabó N., Tafaj S., Ustamujic A., van Ingen J., Vasiliauskiene E., Yablonsky P.K., Zemanova I., Zhuravlev V., Zolnir-Dovc M.",FATE: the new partnership to Fight Against TB in Central and Eastern Europe,2017,The Lancet Infectious Diseases,17,4,,363,0,0,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016198301&doi=10.1016%2fS1473-3099%2817%2930120-2&partnerID=40&md5=4e254745440ee216243cd3b303ef15be,Letter,Scopus
Branislava Savic,"Cag Y., Ozturk-Engin D., Gencer S., Hasbun R., Sengoz G., Crisan A., Ceran N., Savic B., Yasar K., Pehlivanoglu F., Kilicoglu G., Tireli H., Inal A., Civljak R., Tekin R., Elaldi N., Ulu-Kilic A., Ozguler M., Namiduru M., Sunbul M., Sipahi O., Dulovic O., Alabay S., Akbulut A., Sener A., Lakatos B., Andre K., Yemisen M., Oncu S., Nechifor M., Deveci O., Senbayrak S., Inan A., Dragovac G., Gül H., Mert G., Oncul O., Kandemir B., Erol S., Agalar C., Erdem H.",Hydrocephalus and vasculitis delay therapeutic responses in tuberculous meninigitis: Results of Haydarpasa-III study,2016,Neurology India,64,5,,896,905,0,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988662394&doi=10.4103%2f0028-3886.190258&partnerID=40&md5=a061213b192c7af5354d35bd64437135,Article,Scopus
Branislava Savic,"Despotovic A., Savic B., Salemovic D., Ranin J., Jevtovic D.","Isoniazid-resistant Mycobacterium kansasii in an HIV-positive patient, and possible development of immune reconstitution inflammatory syndrome after initiation of highly active antiretroviral therapy: Case report",2016,International Journal of Infectious Diseases,42,NaN,,40,42,0,1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949648723&doi=10.1016%2fj.ijid.2015.11.012&partnerID=40&md5=3019767a3a1c3c5d2dcf3fdd6105208d,Article,Scopus
Branislava Savic,"Senbayrak S., Ozkutuk N., Erdem H., Johansen I.S., Civljak R., Inal A.S., Kayabas U., Kursun E., Elaldi N., Savic B., Simeon S., Yilmaz E., Dulovic O., Ozturk-Engin D., Ceran N., Lakatos B., Sipahi O.R., Sunbul M., Yemisen M., Alabay S., Beovic B., Ulu-Kilic A., Cag Y., Catroux M., Inan A., Dragovac G., Deveci O., Tekin R., Gul H.C., Sengoz G., Andre K., Harxhi A., Hansmann Y., Oncu S., Kose S., Oncul O., Parlak E., Sener A., Yilmaz G., Savasci U., Vahaboglu H.",Antituberculosis drug resistance patterns in adults with tuberculous meningitis: Results of haydarpasa-iv study,2015,Annals of Clinical Microbiology and Antimicrobials,14,1,47,0,0,0,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946225326&doi=10.1186%2fs12941-015-0107-z&partnerID=40&md5=46f35f474fd5090d22ece3057cb2317e,Article,Scopus
Branislava Savic,"Erdem H., Ozturk-Engin D., Tireli H., Kilicoglu G., Defres S., Gulsun S., Sengoz G., Crisan A., Johansen I.S., Inan A., Nechifor M., Al-Mahdawi A., Civljak R., Ozguler M., Savic B., Ceran N., Cacopardo B., Inal A.S., Namiduru M., Dayan S., Kayabas U., Parlak E., Khalifa A., Kursun E., Sipahi O.R., Yemisen M., Akbulut A., Bitirgen M., Popovic N., Kandemir B., Luca C., Parlak M., Stahl J.P., Pehlivanoglu F., Simeon S., Ulu-Kilic A., Yasar K., Yilmaz G., Yilmaz E., Beovic B., Catroux M., Lakatos B., Sunbul M., Oncul O., Alabay S., Sahin-Horasan E., Kose S., Shehata G., Andre K., Dragovac G., Gul H.C., Karakas A., Chadapaud S., Hansmann Y., Harxhi A., Kirova V., Masse-Chabredier I., Oncu S., Sener A., Tekin R., Elaldi N., Deveci O., Ozkaya H.D., Karabay O., Senbayrak S., Agalar C., Vahaboglu H.",Hamsi scoring in the prediction of unfavorable outcomes from tuberculous meningitis: results of Haydarpasa-II study,2015,Journal of Neurology,262,4,,890,898,0,24,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939967510&doi=10.1007%2fs00415-015-7651-5&partnerID=40&md5=ed1337c0e3d9dbce6f5ded56ee1077c7,Article,Scopus
